round,num_alive,cum_energy_j,best_acc,mean_acc
0,10,0.8788139008,0.052140469522346834,0.052140469522346834
1,10,1.7576278016,0.052140469522346834,0.052140469522346834
2,10,2.6364417024,0.052140469522346834,0.052140469522346834
3,10,3.5152556032,0.052140469522346834,0.052140469522346834
4,10,4.394069504,0.052140469522346834,0.052140469522346834
5,10,5.2728834048,0.052140469522346834,0.052140469522346834
6,10,6.1516973056,0.052140469522346834,0.052140469522346834
7,10,7.0305112064,0.052140469522346834,0.052140469522346834
8,10,7.9093251072,0.052140469522346834,0.052140469522346834
9,10,8.788139008,0.052140469522346834,0.052140469522346834
10,10,9.666952908799999,0.052140469522346834,0.04896557954648116
11,10,10.5457668096,0.052140469522346834,0.04896557954648116
12,10,11.4245807104,0.052140469522346834,0.04896557954648116
13,10,12.303394611200002,0.052140469522346834,0.04896557954648116
14,10,13.182208512000003,0.052140469522346834,0.04896557954648116
15,10,14.061022412800003,0.052140469522346834,0.04896557954648116
16,10,14.939836313600004,0.052140469522346834,0.04896557954648116
17,10,15.818650214400005,0.052140469522346834,0.04896557954648116
18,10,16.697464115200006,0.052140469522346834,0.04896557954648116
19,10,17.576278016000007,0.052140469522346834,0.04896557954648116
20,10,18.455091916800008,0.052140469522346834,0.050940206238787866
21,10,19.33390581760001,0.052140469522346834,0.050940206238787866
22,10,20.21271971840001,0.052140469522346834,0.050940206238787866
23,10,21.09153361920001,0.052140469522346834,0.050940206238787866
24,10,21.97034752000001,0.052140469522346834,0.050940206238787866
25,10,22.849161420800012,0.052140469522346834,0.050940206238787866
26,10,23.727975321600013,0.052140469522346834,0.050940206238787866
27,10,24.606789222400014,0.052140469522346834,0.050940206238787866
28,10,25.485603123200015,0.052140469522346834,0.050940206238787866
29,10,26.364417024000016,0.052140469522346834,0.050940206238787866
30,10,27.243230924800017,0.052140469522346834,0.04052501839113096
31,10,28.122044825600018,0.052140469522346834,0.04052501839113096
32,10,29.00085872640002,0.052140469522346834,0.04052501839113096
33,10,29.87967262720002,0.052140469522346834,0.04052501839113096
34,10,30.75848652800002,0.052140469522346834,0.04052501839113096
35,10,31.63730042880002,0.052140469522346834,0.04052501839113096
36,10,32.51611432960002,0.052140469522346834,0.04052501839113096
37,10,33.39492823040002,0.052140469522346834,0.04052501839113096
38,10,34.27374213120002,0.052140469522346834,0.04052501839113096
39,10,35.152556032000014,0.052140469522346834,0.04052501839113096
40,10,36.03136993280001,0.08419911464450267,0.08419911464450267
41,10,36.91018383360001,0.08419911464450267,0.08419911464450267
42,10,37.788997734400006,0.08419911464450267,0.08419911464450267
43,10,38.6678116352,0.08419911464450267,0.08419911464450267
44,10,39.546625536,0.08419911464450267,0.08419911464450267
45,10,40.4254394368,0.08419911464450267,0.08419911464450267
46,10,41.304253337599995,0.08419911464450267,0.08419911464450267
47,10,42.18306723839999,0.08419911464450267,0.08419911464450267
48,10,43.06188113919999,0.08419911464450267,0.08419911464450267
49,10,43.94069503999999,0.08419911464450267,0.08419911464450267
50,10,44.819508940799984,0.14514151491294866,0.14514151491294866
51,10,45.69832284159998,0.14514151491294866,0.14514151491294866
52,10,46.57713674239998,0.14514151491294866,0.14514151491294866
53,10,47.45595064319998,0.14514151491294866,0.14514151491294866
54,10,48.334764543999974,0.14514151491294866,0.14514151491294866
55,10,49.21357844479997,0.14514151491294866,0.14514151491294866
56,10,50.09239234559997,0.14514151491294866,0.14514151491294866
57,10,50.971206246399966,0.14514151491294866,0.14514151491294866
58,10,51.85002014719996,0.14514151491294866,0.14514151491294866
59,10,52.72883404799996,0.14514151491294866,0.14514151491294866
60,10,53.60764794879996,0.14514151491294866,0.09643405650271672
61,10,54.486461849599955,0.14514151491294866,0.09643405650271672
62,10,55.36527575039995,0.14514151491294866,0.09643405650271672
63,10,56.24408965119995,0.14514151491294866,0.09643405650271672
64,10,57.12290355199995,0.14514151491294866,0.09643405650271672
65,10,58.001717452799944,0.14514151491294866,0.09643405650271672
66,10,58.88053135359994,0.14514151491294866,0.09643405650271672
67,10,59.75934525439994,0.14514151491294866,0.09643405650271672
68,10,60.638159155199936,0.14514151491294866,0.09643405650271672
69,10,61.516973055999934,0.14514151491294866,0.09643405650271672
70,10,62.39578695679993,0.24832543912858304,0.24832543912858304
71,10,63.27460085759993,0.24832543912858304,0.24832543912858304
72,10,64.15341475839993,0.24832543912858304,0.24832543912858304
73,10,65.03222865919993,0.24832543912858304,0.24832543912858304
74,10,65.91104255999993,0.24832543912858304,0.24832543912858304
75,10,66.78985646079992,0.24832543912858304,0.24832543912858304
76,10,67.66867036159992,0.24832543912858304,0.24832543912858304
77,10,68.54748426239992,0.24832543912858304,0.24832543912858304
78,10,69.42629816319992,0.24832543912858304,0.24832543912858304
79,10,70.30511206399991,0.24832543912858304,0.24832543912858304
80,10,71.18392596479991,0.26809751816527494,0.26809751816527494
81,10,72.06273986559991,0.26809751816527494,0.26809751816527494
82,10,72.9415537663999,0.26809751816527494,0.26809751816527494
83,10,73.8203676671999,0.26809751816527494,0.26809751816527494
84,10,74.6991815679999,0.26809751816527494,0.26809751816527494
85,10,75.5779954687999,0.26809751816527494,0.26809751816527494
86,10,76.4568093695999,0.26809751816527494,0.26809751816527494
87,10,77.33562327039989,0.26809751816527494,0.26809751816527494
88,10,78.21443717119989,0.26809751816527494,0.26809751816527494
89,10,79.09325107199989,0.26809751816527494,0.26809751816527494
90,10,79.97206497279988,0.2736987468218835,0.2736987468218835
91,10,80.85087887359988,0.2736987468218835,0.2736987468218835
