round,num_alive,cum_energy_j,best_acc,mean_acc
0,10,0.8788139008,0.05128866977272434,0.05128866977272434
1,10,1.7576278016,0.05128866977272434,0.05128866977272434
2,10,2.6364417024,0.05128866977272434,0.05128866977272434
3,10,3.5152556032,0.05128866977272434,0.05128866977272434
4,10,4.394069504,0.05128866977272434,0.05128866977272434
5,10,5.2728834048,0.05128866977272434,0.05128866977272434
6,10,6.1516973056,0.05128866977272434,0.05128866977272434
7,10,7.0305112064,0.05128866977272434,0.05128866977272434
8,10,7.9093251072,0.05128866977272434,0.05128866977272434
9,10,8.788139008,0.05128866977272434,0.05128866977272434
10,10,9.666952908799999,0.057948195087954776,0.057948195087954776
11,10,10.5457668096,0.057948195087954776,0.057948195087954776
12,10,11.4245807104,0.057948195087954776,0.057948195087954776
13,10,12.303394611200002,0.057948195087954776,0.057948195087954776
14,10,13.182208512000003,0.057948195087954776,0.057948195087954776
15,10,14.061022412800003,0.057948195087954776,0.057948195087954776
16,10,14.939836313600004,0.057948195087954776,0.057948195087954776
17,10,15.818650214400005,0.057948195087954776,0.057948195087954776
18,10,16.697464115200006,0.057948195087954776,0.057948195087954776
19,10,17.576278016000007,0.057948195087954776,0.057948195087954776
20,10,18.455091916800008,0.057948195087954776,0.05128866977272434
21,10,19.33390581760001,0.057948195087954776,0.05128866977272434
22,10,20.21271971840001,0.057948195087954776,0.05128866977272434
23,10,21.09153361920001,0.057948195087954776,0.05128866977272434
24,10,21.97034752000001,0.057948195087954776,0.05128866977272434
25,10,22.849161420800012,0.057948195087954776,0.05128866977272434
26,10,23.727975321600013,0.057948195087954776,0.05128866977272434
27,10,24.606789222400014,0.057948195087954776,0.05128866977272434
28,10,25.485603123200015,0.057948195087954776,0.05128866977272434
29,10,26.364417024000016,0.057948195087954776,0.05128866977272434
30,10,27.243230924800017,0.06112308506382045,0.06112308506382045
31,10,28.122044825600018,0.06112308506382045,0.06112308506382045
32,10,29.00085872640002,0.06112308506382045,0.06112308506382045
33,10,29.87967262720002,0.06112308506382045,0.06112308506382045
34,10,30.75848652800002,0.06112308506382045,0.06112308506382045
35,10,31.63730042880002,0.06112308506382045,0.06112308506382045
36,10,32.51611432960002,0.06112308506382045,0.06112308506382045
37,10,33.39492823040002,0.06112308506382045,0.06112308506382045
38,10,34.27374213120002,0.06112308506382045,0.06112308506382045
39,10,35.152556032000014,0.06112308506382045,0.06112308506382045
40,10,36.03136993280001,0.09316882412916382,0.09316882412916382
41,10,36.91018383360001,0.09316882412916382,0.09316882412916382
42,10,37.788997734400006,0.09316882412916382,0.09316882412916382
43,10,38.6678116352,0.09316882412916382,0.09316882412916382
44,10,39.546625536,0.09316882412916382,0.09316882412916382
45,10,40.4254394368,0.09316882412916382,0.09316882412916382
46,10,41.304253337599995,0.09316882412916382,0.09316882412916382
47,10,42.18306723839999,0.09316882412916382,0.09316882412916382
48,10,43.06188113919999,0.09316882412916382,0.09316882412916382
49,10,43.94069503999999,0.09316882412916382,0.09316882412916382
50,10,44.819508940799984,0.12427242104719745,0.12427242104719745
51,10,45.69832284159998,0.12427242104719745,0.12427242104719745
52,10,46.57713674239998,0.12427242104719745,0.12427242104719745
